name,url,city,state,degree_levels,tuition,school_type
Campbell University,http://www.campbell.edu,Buies Creek,NC,"Associates Degree, Bachelors Degree, Doctoral Degree, Masters Degree","$27,530","Private not-for-profit, 4-year or above"
Campbellsville University,http://www.campbellsville.edu,Campbellsville,KY,"Associates Degree, Bachelors Degree, Certificate, Masters Degree","$22,842","Private not-for-profit, 4-year or above"
Cankdeska Cikana Community College,http://www.littlehoop.edu,Fort Totten,ND,"Associates Degree, Certificate","$3,300","Public, 2-year"
Cape Cod Community College,http://www.capecod.edu,West Barnstable,MA,"Associates Degree, Certificate","$4,212","Public, 2-year"
Cape Fear Community College,http://www.cfcc.edu,Wilmington,NC,"Associates Degree, Certificate","$2,526","Public, 2-year"
Capella University,https://www.capella.edu/,Minneapolis,MN,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree",N/A,"Private for-profit, 4-year or above"
Capital Community College,http://www.ccc.commnet.edu,Hartford,CT,"Associates Degree, Certificate","$3,892","Public, 2-year"
Capital University,http://www.capital.edu,Columbus,OH,"Bachelors Degree, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$32,190","Private not-for-profit, 4-year or above"
Capitol Technology University,http://www.capitol-college.edu,Laurel,MD,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$22,896","Private not-for-profit, 4-year or above"
Cardinal Stritch University,http://www.stritch.edu,Milwaukee,WI,"Associates Degree, Bachelors Degree, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$26,570","Private not-for-profit, 4-year or above"
Career Technical College-Monroe,http://www.careertc.edu,Monroe,LA,"Associates Degree, Certificate","$9,828","Private for-profit, 2-year"
Career Technical College-Shreveport,http://www.careertc.edu,Shreveport,LA,"Associates Degree, Certificate","$9,549","Private for-profit, 2-year"
Carl Albert State College,http://www.carlalbert.edu,Poteau,OK,"Associates Degree, Certificate","$3,003","Public, 2-year"
Carl Sandburg College,http://www.sandburg.edu,Galesburg,IL,"Associates Degree, Certificate","$5,846","Public, 2-year"
Carlos Albizu University-Miami,http://www.albizu.edu,Miami,FL,"Bachelors Degree, Doctoral Degree, Masters Degree","$12,240","Private not-for-profit, 4-year or above"
Carlow University,http://www.carlow.edu,Pittsburgh,PA,"Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$26,178","Private not-for-profit, 4-year or above"
Carnegie Mellon University,http://www.cmu.edu/,Pittsburgh,PA,"Bachelors Degree, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$49,022","Private not-for-profit, 4-year or above"
Carolina College of Biblical Studies,http://ccbs.edu,Fayetteville,NC,"Associates Degree, Bachelors Degree","$4,725","Private not-for-profit, 4-year or above"
Carolinas College of Health Sciences,http://www.carolinascollege.edu,Charlotte,NC,"Associates Degree, Certificate","$13,412","Public, 2-year"
Carroll Community College,http://www.carrollcc.edu,Westminster,MD,"Associates Degree, Certificate","$5,002","Public, 2-year"
Carroll University,http://www.carrollu.edu,Waukesha,WI,"Bachelors Degree, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$28,550","Private not-for-profit, 4-year or above"
Carson-Newman University,http://www.cn.edu,Jefferson City,TN,"Associates Degree, Bachelors Degree, Doctoral Degree, Masters Degree","$24,460","Private not-for-profit, 4-year or above"
Carteret Community College,http://www.carteret.edu,Morehead City,NC,"Associates Degree, Certificate","$2,676","Public, 2-year"
Carver Bible College,http://www.carver.edu,Atlanta,GA,"Associates Degree, Bachelors Degree, Certificate","$9,260","Private not-for-profit, 4-year or above"
Cascadia College,http://www.cascadia.edu,Bothell,WA,"Associates Degree, Certificate","$3,793","Public, 2-year"
Casper College,http://www.caspercollege.edu,Casper,WY,"Associates Degree, Certificate","$2,592","Public, 2-year"
Catawba College,http://www.catawba.edu,Salisbury,NC,"Bachelors Degree, Masters Degree","$27,360","Private not-for-profit, 4-year or above"
Catawba Valley Community College,http://www.cvcc.edu,Hickory,NC,"Associates Degree, Certificate","$2,502","Public, 2-year"
Cathedral Bible College,,Myrtle Beach,SC,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree","$2,900","Private not-for-profit, 4-year or above"
Catholic Distance University,https://www.cdu.edu,Hamilton,VA,"Associates Degree, Bachelors Degree, Certificate, Masters Degree, Post-Bachelors Certificate",N/A,"Private not-for-profit, 4-year or above"
Catholic Theological Union at Chicago,http://www.ctu.edu,Chicago,IL,"Doctoral Degree, Masters Degree, Post-Bachelors Certificate",N/A,"Private not-for-profit, 4-year or above"
Cecil College,http://www.cecil.edu,North East,MD,"Associates Degree, Certificate","$6,360","Public, 2-year"
Cedar Crest College,http://www.cedarcrest.edu,Allentown,PA,"Bachelors Degree, Certificate, Masters Degree, Post-Bachelors Certificate","$34,504","Private not-for-profit, 4-year or above"
Cedar Valley College,http://www.cedarvalleycollege.edu,Lancaster,TX,"Associates Degree, Certificate","$3,015","Public, 2-year"
Centenary College of Louisiana,http://www.centenary.edu,Shreveport,LA,"Bachelors Degree, Masters Degree","$33,500","Private not-for-profit, 4-year or above"
Centenary University,http://www.centenaryuniversity.edu/,Hackettstown,NJ,"Associates Degree, Bachelors Degree, Masters Degree, Post-Bachelors Certificate","$30,942","Private not-for-profit, 4-year or above"
Central Alabama Community College,http://www.cacc.edu,Alexander City,AL,"Associates Degree, Certificate","$3,491","Public, 2-year"
Central Arizona College,http://www.centralaz.edu,Coolidge,AZ,"Associates Degree, Certificate","$2,400","Public, 2-year"
Central Baptist College,http://www.cbc.edu,Conway,AR,"Associates Degree, Bachelors Degree","$13,800","Private not-for-profit, 4-year or above"
Central Baptist Theological Seminary,https://www.cbts.edu,Shawnee,KS,"Certificate, Doctoral Degree, Masters Degree","$9,140","Private not-for-profit, 4-year or above"
Central Carolina Community College,http://www.cccc.edu,Sanford,NC,"Associates Degree, Certificate","$2,396","Public, 2-year"
Central Carolina Technical College,http://www.cctech.edu,Sumter,SC,"Associates Degree, Certificate","$5,136","Public, 2-year"
Central Christian College of Kansas,http://www.centralchristian.edu,McPherson,KS,"Associates Degree, Bachelors Degree","$16,204","Private not-for-profit, 4-year or above"
Central Christian College of the Bible,http://www.cccb.edu,Moberly,MO,"Associates Degree, Bachelors Degree, Certificate","$11,700","Private not-for-profit, 4-year or above"
Central College,http://www.central.edu,Pella,IA,Bachelors Degree,"$32,124","Private not-for-profit, 4-year or above"
Central Community College,http://www.cccneb.edu,Grand Island,NE,"Associates Degree, Certificate","$2,760","Public, 2-year"
Central Connecticut State University,http://www.ccsu.edu,New Britain,CT,"Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$8,877","Public, 4-year or above"
Central Georgia Technical College,http://www.centralgatech.edu,Warner Robins,GA,"Associates Degree, Certificate","$2,568","Public, 2-year"
Central Lakes College-Brainerd,http://WWW.CLCMN.EDU,Brainerd,MN,"Associates Degree, Certificate","$5,393","Public, 2-year"
Central Louisiana Technical Community College,http://www.cltcc.edu,Alexandria,LA,"Associates Degree, Certificate","$1,783","Public, 2-year"
Central Maine Community College,http://www.cmcc.edu,Auburn,ME,"Associates Degree, Certificate","$3,750","Public, 2-year"
Central Methodist University-College of Graduate and Extended Studies,http://www.centralmethodist.edu,Fayette,MO,"Associates Degree, Bachelors Degree, Masters Degree",N/A,"Private not-for-profit, 4-year or above"
Central New Mexico Community College,http://www.cnm.edu,Albuquerque,NM,"Associates Degree, Certificate","$1,376","Public, 2-year"
Central Oregon Community College,http://www.cocc.edu,Bend,OR,"Associates Degree, Certificate","$4,401","Public, 2-year"
Central Piedmont Community College,http://www.cpcc.edu,Charlotte,NC,"Associates Degree, Certificate","$2,664","Public, 2-year"
Central Virginia Community College,http://www.cvcc.vccs.edu,Lynchburg,VA,"Associates Degree, Certificate","$4,248","Public, 2-year"
Central Washington University,http://www.cwu.edu,Ellensburg,WA,"Bachelors Degree, Certificate, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$9,017","Public, 4-year or above"
Central Wyoming College,http://www.cwc.edu/,Riverton,WY,"Associates Degree, Certificate","$2,712","Public, 2-year"
Centralia College,http://www.centralia.edu,Centralia,WA,"Associates Degree, Bachelors Degree, Certificate","$3,858","Public, 4-year or above"
Century College,http://www.century.edu,White Bear Lake,MN,"Associates Degree, Certificate","$5,373","Public, 2-year"
Chadron State College,http://www.csc.edu,Chadron,NE,"Bachelors Degree, Masters Degree","$5,668","Public, 4-year or above"
Chaminade University of Honolulu,http://www.chaminade.edu,Honolulu,HI,"Associates Degree, Bachelors Degree, Masters Degree","$20,940","Private not-for-profit, 4-year or above"
Champlain College,http://www.champlain.edu,Burlington,VT,"Associates Degree, Bachelors Degree, Certificate, Masters Degree, Post-Bachelors Certificate","$33,000","Private not-for-profit, 4-year or above"
Chandler-Gilbert Community College,http://www.cgc.maricopa.edu,Chandler,AZ,"Associates Degree, Certificate","$2,046","Public, 2-year"
Charleston School of Law,http://www.charlestonlaw.edu/,Charleston,SC,Doctoral Degree,N/A,"Private for-profit, 4-year or above"
Charleston Southern University,http://www.csuniv.edu,Charleston,SC,"Bachelors Degree, Masters Degree, Post-Masters Certificate","$22,840","Private not-for-profit, 4-year or above"
Charter College-Anchorage,http://www.chartercollege.edu,Anchorage,AK,"Associates Degree, Bachelors Degree, Certificate, Masters Degree","$19,532","Private for-profit, 4-year or above"
Charter Oak State College,http://www.charteroak.edu,New Britain,CT,"Associates Degree, Bachelors Degree, Certificate",N/A,"Public, 4-year or above"
Chatham University,http://www.chatham.edu,Pittsburgh,PA,"Bachelors Degree, Doctoral Degree, Masters Degree, Post-Masters Certificate","$33,428","Private not-for-profit, 4-year or above"
Chattahoochee Technical College,http://www.chattahoocheetech.edu,Marietta,GA,"Associates Degree, Certificate","$2,682","Public, 2-year"
Chattahoochee Valley Community College,http://www.cv.edu,Phenix City,AL,"Associates Degree, Certificate","$4,320","Public, 2-year"
Chattanooga State Community College,http://www.chattanoogastate.edu,Chattanooga,TN,"Associates Degree, Certificate","$3,853","Public, 2-year"
Chemeketa Community College,http://www.chemeketa.edu,Salem,OR,"Associates Degree, Certificate","$4,230","Public, 2-year"
Chesapeake College,http://www.chesapeake.edu,Wye Mills,MD,"Associates Degree, Certificate","$5,120","Public, 2-year"
Cheyney University of Pennsylvania,http://www.cheyney.edu,Cheyney,PA,"Associates Degree, Bachelors Degree, Masters Degree, Post-Bachelors Certificate","$9,090","Public, 4-year or above"
Chicago State University,http://www.csu.edu,Chicago,IL,"Bachelors Degree, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$9,846","Public, 4-year or above"
Chicago Theological Seminary,https://www.ctschicago.edu,Chicago,IL,"Doctoral Degree, Masters Degree, Post-Bachelors Certificate",N/A,"Private not-for-profit, 4-year or above"
Chipola College,http://www.chipola.edu,Marianna,FL,"Associates Degree, Bachelors Degree, Certificate","$3,120","Public, 4-year or above"
Chippewa Valley Technical College,http://www.cvtc.edu,Eau Claire,WI,"Associates Degree, Certificate","$3,963","Public, 2-year"
Christian Brothers University,http://www.cbu.edu,Memphis,TN,"Associates Degree, Bachelors Degree, Masters Degree","$29,190","Private not-for-profit, 4-year or above"
Christian Life College,http://www.christianlifecollege.edu,Mount Prospect,IL,"Associates Degree, Bachelors Degree, Certificate","$11,000","Private not-for-profit, 4-year or above"
Citadel Military College of South Carolina,http://www.citadel.edu,Charleston,SC,"Bachelors Degree, Masters Degree, Post-Masters Certificate","$11,098","Public, 4-year or above"
City College-Altamonte Springs,http://www.citycollege.edu,Altamonte Springs,FL,Associates Degree,"$12,782","Private not-for-profit, 2-year"
City College-Fort Lauderdale,http://www.citycollege.edu,Fort Lauderdale,FL,"Associates Degree, Bachelors Degree","$12,782","Private not-for-profit, 4-year or above"
City College-Gainesville,http://www.citycollege.edu,Gainesville,FL,"Associates Degree, Bachelors Degree, Certificate","$12,782","Private not-for-profit, 4-year or above"
City Colleges of Chicago-Harold Washington College,http://www.ccc.edu/colleges/washington/Pages/default.aspx,Chicago,IL,"Associates Degree, Certificate","$6,460","Public, 2-year"
City Colleges of Chicago-Harry S Truman College,http://ccc.edu/colleges/truman/pages/default.aspx,Chicago,IL,"Associates Degree, Certificate","$6,460","Public, 2-year"
City Colleges of Chicago-Kennedy-King College,http://www.ccc.edu/colleges/kennedy/pages/default.aspx,Chicago,IL,"Associates Degree, Certificate","$6,460","Public, 2-year"
City Colleges of Chicago-Malcolm X College,http://www.ccc.edu/colleges/malcolm-x/pages/default.aspx,Chicago,IL,"Associates Degree, Certificate","$6,460","Public, 2-year"
City University of Seattle,http://www.cityu.edu,Seattle,WA,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate",N/A,"Private not-for-profit, 4-year or above"
City Vision College,http://www.cityvision.edu,Kansas City,MO,"Bachelors Degree, Certificate, Masters Degree","$6,000","Private not-for-profit, 4-year or above"
Clackamas Community College,http://www.clackamas.edu,Oregon City,OR,"Associates Degree, Certificate","$4,133","Public, 2-year"
Claflin University,http://www.claflin.edu,Orangeburg,SC,"Bachelors Degree, Masters Degree","$15,010","Private not-for-profit, 4-year or above"
Clarion University of Pennsylvania,http://www.clarion.edu,Clarion,PA,"Associates Degree, Bachelors Degree, Certificate, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$9,788","Public, 4-year or above"
Clark College,http://www.clark.edu,Vancouver,WA,"Associates Degree, Certificate","$3,653","Public, 2-year"
Clarke University,http://www.clarke.edu,Dubuque,IA,"Associates Degree, Bachelors Degree, Doctoral Degree, Masters Degree, Post-Masters Certificate","$28,900","Private not-for-profit, 4-year or above"
Clarks Summit University,http://www.clarkssummitu.edu,Clarks Summit,PA,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree","$20,250","Private not-for-profit, 4-year or above"
Clarkson College,http://www.clarksoncollege.edu/,Omaha,NE,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$13,352","Private not-for-profit, 4-year or above"
Clary Sage College,http://www.clarysagecollege.com,Tulsa,OK,"Associates Degree, Certificate",N/A,"Private for-profit, 2-year"
Clatsop Community College,http://www.clatsopcc.edu,Astoria,OR,"Associates Degree, Certificate","$4,014","Public, 2-year"
Clayton  State University,http://www.clayton.edu,Morrow,GA,"Associates Degree, Bachelors Degree, Certificate, Masters Degree","$5,246","Public, 4-year or above"
Clear Creek Baptist Bible College,http://www.ccbbc.edu/,Pineville,KY,"Associates Degree, Bachelors Degree, Certificate","$6,724","Private not-for-profit, 4-year or above"
Clemson University,http://www.clemson.edu,Clemson,SC,"Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$13,446","Public, 4-year or above"
Cleveland State Community College,http://www.clevelandstatecc.edu,Cleveland,TN,"Associates Degree, Certificate","$3,811","Public, 2-year"
Cloud County Community College,http://www.cloud.edu,Concordia,KS,"Associates Degree, Certificate","$3,120","Public, 2-year"
Clover Park Technical College,http://www.cptc.edu,Lakewood,WA,"Associates Degree, Bachelors Degree, Certificate","$5,617","Public, 4-year or above"
Clovis Community College,http://www.clovis.edu,Clovis,NM,"Associates Degree, Certificate","$1,248","Public, 2-year"
Coahoma Community College,http://www.coahomacc.edu/,Clarksdale,MS,"Associates Degree, Certificate","$2,240","Public, 2-year"
Coastal Carolina University,http://www.coastal.edu,Conway,SC,"Bachelors Degree, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$10,320","Public, 4-year or above"
Cochise County Community College District,http://www.cochise.edu,Douglas,AZ,"Associates Degree, Certificate","$1,800","Public, 2-year"
Coconino Community College,http://www.coconino.edu/,Flagstaff,AZ,"Associates Degree, Certificate","$2,820","Public, 2-year"
Coffeyville Community College,http://www.coffeyville.edu,Coffeyville,KS,"Associates Degree, Certificate","$2,080","Public, 2-year"
Coker College,http://www.coker.edu,Hartsville,SC,"Bachelors Degree, Masters Degree","$25,536","Private not-for-profit, 4-year or above"
Colby Community College,http://www.colbycc.edu,Colby,KS,"Associates Degree, Certificate","$3,110","Public, 2-year"
Colby-Sawyer College,http://www.colby-sawyer.edu,New London,NH,"Associates Degree, Bachelors Degree, Certificate","$38,040","Private not-for-profit, 4-year or above"
College of Charleston,http://www.cofc.edu,Charleston,SC,"Bachelors Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$10,981","Public, 4-year or above"
College of Court Reporting Inc,http://www.ccr.edu,Hobart,IN,"Associates Degree, Certificate","$13,550","Private for-profit, 2-year"
College of Saint Elizabeth,http://www.cse.edu,Morristown,NJ,"Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$31,095","Private not-for-profit, 4-year or above"
College of Saint Mary,http://WWW.CSM.EDU,Omaha,NE,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$20,380","Private not-for-profit, 4-year or above"
College of Southern Idaho,http://www.csi.edu,Twin Falls,ID,"Associates Degree, Certificate","$3,760","Public, 2-year"
College of Southern Maryland,http://www.csmd.edu/,La Plata,MD,"Associates Degree, Certificate","$5,845","Public, 2-year"
College of Southern Nevada,http://www.csn.edu,Las Vegas,NV,"Associates Degree, Bachelors Degree, Certificate","$2,700","Public, 4-year or above"
College of Western Idaho,http://cwidaho.cc/,Nampa,ID,"Associates Degree, Certificate","$4,264","Public, 2-year"
College of the Muscogee Nation,https://cmn.edu/,Okmulgee,OK,"Associates Degree, Certificate","$6,501","Public, 2-year"
College of the Ouachitas,http://www.coto.edu,Malvern,AR,"Associates Degree, Certificate","$3,310","Public, 2-year"
Collins College,http://www.collinscollege.edu,Phoenix,AZ,"Associates Degree, Bachelors Degree",N/A,"Private for-profit, 4-year or above"
Colorado Christian University,http://WWW.CCU.EDU,Lakewood,CO,"Associates Degree, Bachelors Degree, Certificate, Masters Degree, Post-Bachelors Certificate","$26,430","Private not-for-profit, 4-year or above"
Colorado Media School,http://beonair.com,Lakewood,CO,Certificate,N/A,"Private for-profit, less-than 2-year"
Colorado Mesa University,http://www.coloradomesa.edu,Grand Junction,CO,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$7,116","Public, 4-year or above"
Colorado Mountain College,http://coloradomtn.edu/,Glenwood Springs,CO,"Associates Degree, Bachelors Degree, Certificate","$2,604","Public, 4-year or above"
Colorado Northwestern Community College,http://www.cncc.edu,Rangely,CO,"Associates Degree, Certificate","$3,718","Public, 2-year"
Colorado State University Global,http://csuglobal.edu,Greenwood Village,CO,"Bachelors Degree, Masters Degree",N/A,"Public, 4-year or above"
Colorado State University-Fort Collins,http://www.colostate.edu,Fort Collins,CO,"Bachelors Degree, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$9,897","Public, 4-year or above"
Colorado State University-Pueblo,http://www.csupueblo.edu,Pueblo,CO,"Bachelors Degree, Masters Degree","$7,834","Public, 4-year or above"
Columbia Basin College,http://www.columbiabasin.edu,Pasco,WA,"Associates Degree, Bachelors Degree, Certificate","$4,450","Public, 4-year or above"
Columbia College,http://www.ccis.edu,Columbia,MO,"Associates Degree, Bachelors Degree, Certificate, Masters Degree","$7,465","Private not-for-profit, 4-year or above"
Columbia College,http://www.ccdc.edu,Fairfax,VA,"Associates Degree, Certificate",N/A,"Private for-profit, 2-year"
Columbia College,http://www.columbiasc.edu/,Columbia,SC,"Bachelors Degree, Masters Degree","$19,950","Private not-for-profit, 4-year or above"
Columbia Gorge Community College,http://www.cgcc.edu,The Dalles,OR,"Associates Degree, Certificate","$3,636","Public, 2-year"
Columbia International University,http://www.ciu.edu,Columbia,SC,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$19,480","Private not-for-profit, 4-year or above"
Columbia Southern University,http://www.columbiasouthern.edu,Orange Beach,AL,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$5,135","Private for-profit, 4-year or above"
Columbia State Community College,http://www.columbiastate.edu,Columbia,TN,"Associates Degree, Certificate","$3,799","Public, 2-year"
Community Care College,http://www.communitycarecollege.edu,Tulsa,OK,"Associates Degree, Certificate",N/A,"Private not-for-profit, 2-year"
Community College of Allegheny County,http://www.ccac.edu,Pittsburgh,PA,"Associates Degree, Certificate","$7,216","Public, 2-year"
Community College of Aurora,http://www.ccaurora.edu,Aurora,CO,"Associates Degree, Certificate","$3,394","Public, 2-year"
Community College of Beaver County,http://www.ccbc.edu,Monaca,PA,"Associates Degree, Certificate","$8,790","Public, 2-year"
Community College of Denver,http://www.ccd.edu,Denver,CO,"Associates Degree, Certificate","$3,394","Public, 2-year"
Community College of Rhode Island,http://www.ccri.edu,Warwick,RI,"Associates Degree, Certificate","$3,950","Public, 2-year"
Community College of Vermont,http://www.ccv.edu,Winooski,VT,"Associates Degree, Certificate","$5,886","Public, 2-year"
Concord University,http://www.concord.edu,Athens,WV,"Associates Degree, Bachelors Degree, Masters Degree, Post-Bachelors Certificate","$6,580","Public, 4-year or above"
Concorde Career College-Aurora,http://www.concorde.edu,Aurora,CO,"Associates Degree, Certificate",N/A,"Private for-profit, 2-year"
Concorde Career College-Kansas City,http://www.concorde.edu,Kansas City,MO,"Associates Degree, Bachelors Degree, Certificate",N/A,"Private for-profit, 4-year or above"
Concordia College Alabama,http://www.ccal.edu/,Selma,AL,"Associates Degree, Bachelors Degree","$10,320","Private not-for-profit, 4-year or above"
Concordia College at Moorhead,http://www.cord.edu,Moorhead,MN,"Bachelors Degree, Masters Degree","$34,114","Private not-for-profit, 4-year or above"
Concordia Seminary,http://www.csl.edu,Saint Louis,MO,"Doctoral Degree, Masters Degree, Post-Bachelors Certificate",N/A,"Private not-for-profit, 4-year or above"
Concordia Theological Seminary,http://www.ctsfw.edu,Fort Wayne,IN,"Doctoral Degree, Masters Degree",N/A,"Private not-for-profit, 4-year or above"
Concordia University-Nebraska,http://www.cune.edu,Seward,NE,"Bachelors Degree, Certificate, Masters Degree, Post-Bachelors Certificate","$25,950","Private not-for-profit, 4-year or above"
Concordia University-Portland,http://www.cu-portland.edu,Portland,OR,"Associates Degree, Bachelors Degree, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$27,420","Private not-for-profit, 4-year or above"
Concordia University-Saint Paul,http://www.csp.edu,Saint Paul,MN,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$20,250","Private not-for-profit, 4-year or above"
Concordia University-Wisconsin,http://www.cuw.edu,Mequon,WI,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Masters Certificate","$26,160","Private not-for-profit, 4-year or above"
Connors State College,http://www.connorsstate.edu,Warner,OK,"Associates Degree, Certificate","$3,563","Public, 2-year"
Converse College,http://www.converse.edu,Spartanburg,SC,"Bachelors Degree, Masters Degree, Post-Masters Certificate","$16,500","Private not-for-profit, 4-year or above"
Copiah-Lincoln Community College,http://www.colin.edu,Wesson,MS,"Associates Degree, Certificate","$2,455","Public, 2-year"
Coppin State University,http://www.coppin.edu,Baltimore,MD,"Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$6,624","Public, 4-year or above"
Corban University,http://www.corban.edu,Salem,OR,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$28,640","Private not-for-profit, 4-year or above"
Cornell College,http://www.cornellcollege.edu,Mount Vernon,IA,Bachelors Degree,"$37,500","Private not-for-profit, 4-year or above"
Cossatot Community College of the University of Arkansas,http://www.cccua.edu/,De Queen,AR,"Associates Degree, Certificate","$2,647","Public, 2-year"
County College of Morris,http://WWW.CCM.EDU,Randolph,NJ,"Associates Degree, Certificate","$7,870","Public, 2-year"
Court Reporting Institute of St Louis,http://www.cri.edu,Clayton,MO,"Associates Degree, Certificate","$10,375","Private for-profit, 2-year"
Covenant Theological Seminary,http://www.covenantseminary.edu,Saint Louis,MO,"Doctoral Degree, Masters Degree, Post-Bachelors Certificate",N/A,"Private not-for-profit, 4-year or above"
Cowley County Community College,http://www.cowley.edu,Arkansas City,KS,"Associates Degree, Certificate","$2,790","Public, 2-year"
Cox College,http://www.coxcollege.edu,Springfield,MO,"Associates Degree, Bachelors Degree, Certificate, Masters Degree","$10,150","Private not-for-profit, 4-year or above"
Creighton University,http://www.creighton.edu,Omaha,NE,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate, Post-Masters Certificate","$35,360","Private not-for-profit, 4-year or above"
Crossroads Bible College,http://www.crossroads.edu,Indianapolis,IN,"Associates Degree, Bachelors Degree, Certificate","$12,400","Private not-for-profit, 4-year or above"
Crossroads College,http://www.crossroadscollege.edu,Rochester,MN,"Associates Degree, Bachelors Degree, Certificate","$15,580","Private not-for-profit, 4-year or above"
Crowder College,http://www.crowder.edu,Neosho,MO,"Associates Degree, Certificate","$3,048","Public, 2-year"
Crowley's Ridge College,http://www.crc.edu/,Paragould,AR,"Associates Degree, Bachelors Degree","$11,800","Private not-for-profit, 4-year or above"
Crown College,http://www.crown.edu,Saint Bonifacius,MN,"Associates Degree, Bachelors Degree, Certificate, Masters Degree, Post-Bachelors Certificate","$23,180","Private not-for-profit, 4-year or above"
Cumberland County College,http://www.cccnj.edu,Vineland,NJ,"Associates Degree, Certificate","$4,590","Public, 2-year"
Cumberland University,http://www.cumberland.edu,Lebanon,TN,"Associates Degree, Bachelors Degree, Masters Degree","$20,200","Private not-for-profit, 4-year or above"
Dabney S Lancaster Community College,http://www.dslcc.edu,Clifton Forge,VA,"Associates Degree, Certificate","$3,324","Public, 2-year"
Dakota College at Bottineau,http://www.dakotacollege.edu,Bottineau,ND,"Associates Degree, Certificate","$4,098","Public, 2-year"
Dakota County Technical College,http://www.dctc.edu/,Rosemount,MN,"Associates Degree, Certificate","$5,693","Public, 2-year"
Dakota State University,http://www.dsu.edu,Madison,SD,"Associates Degree, Bachelors Degree, Certificate, Doctoral Degree, Masters Degree, Post-Bachelors Certificate","$7,506","Public, 4-year or above"
Dakota Wesleyan University,http://www.dwu.edu,Mitchell,SD,"Associates Degree, Bachelors Degree, Masters Degree","$23,650","Private not-for-profit, 4-year or above"
Danville Community College,http://www.dcc.vccs.edu,Danville,VA,"Associates Degree, Certificate","$4,155","Public, 2-year"
Dawn Career Institute Inc,http://www.dawncareerinstitute.edu,Wilmington,DE,Certificate,N/A,"Private for-profit, less-than 2-year"
Dawson Community College,http://www.dawson.edu,Glendive,MT,"Associates Degree, Certificate","$4,696","Public, 2-year"
Daymar College-Bellevue,http://www.daymarcollege.edu/,Bellevue,KY,"Associates Degree, Bachelors Degree, Certificate","$17,000","Private for-profit, 4-year or above"
Daymar College-Bowling Green,http://www.daymarcollege.edu,Bowling Green,KY,"Associates Degree, Bachelors Degree, Certificate","$17,000","Private for-profit, 4-year or above"
Daymar College-Louisville,http://www.daymarcollege.edu/,Louisville,KY,"Associates Degree, Bachelors Degree, Certificate",N/A,"Private for-profit, 4-year or above"
Daymar College-Madisonville,http://www.daymarcollege.edu,Madisonville,KY,"Associates Degree, Certificate","$17,000","Private for-profit, 2-year"
Daymar College-Online,http://www.daymarcollege.edu/,Louisville,KY,"Associates Degree, Bachelors Degree, Certificate","$17,000","Private for-profit, 4-year or above"
Daymar College-Owensboro,http://www.daymarcollege.edu,Owensboro,KY,"Associates Degree, Bachelors Degree, Certificate","$17,000","Private for-profit, 4-year or above"
