school_name,wm_source,wm_category,wm_rank,wm_social_mobility_rank,wm_research_rank,wm_service_rank,wm_grad_rate_8yr,wm_pell_graduates,wm_net_price
Saint Joseph's University,main,Master's Universities,208,304.0,5.037667,0.071399,0.7685099,-0.1233239,25732.41
University of AL at Birmingham (AL)*,bang4buck,Southeast,208,,,,,,
Berkeley Coll.–Woodland Park (NJ)°,bang4buck,Northeast,208,,,,,,
University of Mount Union,main,Master's Universities,209,447.0,0.0,0.0850319,0.6363175,-0.1591128,19749.35
Azusa Pacific University,main,National Universities,209,200.0,5.258333,0.0324112,0.7104009,-0.0901129,22872.84
Fisk University,bang4buck,South,209,,,,,,
Illinois College,bang4buck,Midwest,209,,,,,,
AI Miami Int. U. of Art & Design,main,Bachelor's Colleges,209,190.0,0.0,0.01748,0.3108904,-0.077366,25816.73
Granite State College (NH)*,bang4buck,Northeast,209,,,,,,
University of Lynchburg,bang4buck,Southeast,209,,,,,,
Drake University,main,National Universities,210,257.0,1.46,0.0292973,0.7849568,-0.1257538,25825.09
Univ. of MD–Baltimore County (MD)*,bang4buck,Northeast,210,,,,,,
Allen University,bang4buck,Southeast,210,,,,,,
Aquinas College,bang4buck,Midwest,210,,,,,,
Rocky Mt. Coll. of Art & Design,main,Bachelor's Colleges,210,197.0,0.0,0.0437552,0.2572744,-0.0828675,21204.65
Lipscomb University,bang4buck,South,210,,,,,,
Embry-Riddle Aero.–Dayt. Beach,main,Master's Universities,210,204.0,0.0,0.0098352,0.6441946,-0.0688408,32898.15
Vaughn Coll. of Aero. & Tech.,main,Bachelor's Colleges,211,215.0,0.0,0.1077853,0.366058,-0.0254463,36641.14
Sterling College,bang4buck,Midwest,211,,,,,,
Ouachita Baptist University,bang4buck,South,211,,,,,,
Utah Valley University (UT)*,main,Master's Universities,211,119.0,1.128333,0.1256169,0.4133436,-0.0983536,8441.105
University of Nebraska–Omaha (NE)*,main,National Universities,211,216.0,19.79967,0.0692321,0.5140125,-0.1174919,11455.44
Troy University (AL)*,bang4buck,Southeast,211,,,,,,
Alfred University,bang4buck,Northeast,211,,,,,,
Belmont Abbey College,bang4buck,Southeast,212,,,,,,
Missouri Valley College,main,Bachelor's Colleges,212,211.0,0.0,0.0003885,0.2957301,-0.1322998,18428.11
Case Western Reserve Univ.,bang4buck,Midwest,212,,,,,,
Salve Regina University,bang4buck,Northeast,212,,,,,,
Molloy University,main,Master's Universities,212,149.0,0.0,0.1762687,0.7297883,-0.140671,23192.07
Lyon College,bang4buck,South,212,,,,,,
University of Nevada–Reno (NV)*,main,National Universities,212,275.0,172.3193,0.0587208,0.6097385,-0.1212863,12981.53
University of Maine–Augusta (ME)*,bang4buck,Northeast,213,,,,,,
Point University,bang4buck,Southeast,213,,,,,,
Arizona Christian University,main,Bachelor's Colleges,213,221.0,0.0,0.3935598,0.447091,-0.2038173,27008.9
Abilene Christian University,bang4buck,South,213,,,,,,
University of Detroit Mercy,main,National Universities,213,108.0,4.85,0.0466201,0.6874731,-0.1361694,13823.85
Drake University,bang4buck,Midwest,213,,,,,,
Texas A&M–Texarkana (TX)*,main,Master's Universities,213,62.0,0.0,0.1104117,0.5259183,-0.0945086,9917.009
Woodbury University,main,Master's Universities,214,180.0,0.0,0.4465772,0.6289271,-0.0455732,26759.1
Augusta University (GA)*,bang4buck,Southeast,214,,,,,,
St. Bonaventure University,bang4buck,Northeast,214,,,,,,
University of St. Thomas,main,National Universities,214,272.0,3.433667,0.0340182,0.7677013,-0.0814251,26396.52
South College,bang4buck,South,214,,,,,,
Truett McConnell University,main,Bachelor's Colleges,214,216.0,0.0,0.0,0.410072,-0.1352508,17836.07
Upper Iowa University,bang4buck,Midwest,214,,,,,,
Plymouth State University (NH)*,main,Master's Universities,215,220.0,1.217,0.0176021,0.5843564,-0.0129995,17025.71
Lincoln University (MO)*,bang4buck,Midwest,215,,,,,,
Amer. InterContinental U.–Houston,bang4buck,South,215,,,,,,
Fordham University,main,National Universities,215,213.0,19.20633,0.0777481,0.8041306,-0.0187699,28121.75
Univ. of the Sciences,bang4buck,Northeast,215,,,,,,
Virginia Wesleyan University,bang4buck,Southeast,215,,,,,,
University of Valley Forge,main,Bachelor's Colleges,215,204.0,0.0,0.0,0.4350926,-0.1877761,22431.23
Mississippi College,bang4buck,South,216,,,,,,
Meredith College,bang4buck,Southeast,216,,,,,,
Chaminade Univ. of Honolulu,main,Master's Universities,216,362.0,0.0,0.0643706,0.4923292,-0.090252,27271.13
Washburn University (KS)*,bang4buck,Midwest,216,,,,,,
Southern IL Univ.–Carbondale (IL)*,main,National Universities,216,274.0,45.26467,0.055826,0.5535657,-0.2536124,13246.01
Simmons University,bang4buck,Northeast,216,,,,,,
Emmanuel College,main,Bachelor's Colleges,216,212.0,0.0,0.0440877,0.4205207,-0.1163819,20114.54
Bethesda University,main,Bachelor's Colleges,217,210.0,0.0,0.0,0.2066148,-0.0031678,16942.38
Cleveland State University (OH)*,main,National Universities,217,227.0,76.955,0.0734063,0.5254215,-0.1292531,14522.11
Univ. of MD–Global Campus (MD)*,bang4buck,Northeast,217,,,,,,
University of Holy Cross,bang4buck,South,217,,,,,,
Lenoir-Rhyne University,bang4buck,Southeast,217,,,,,,
Graceland University–Lamoni,main,Master's Universities,217,249.0,0.0,0.0549128,0.5812237,-0.2360997,16459.29
Oakland University (MI)*,main,National Universities,218,158.0,23.757,0.0382682,0.5927861,-0.1147082,9370.144
McKendree University,bang4buck,Midwest,218,,,,,,
Lebanon Valley College,main,Master's Universities,218,366.0,0.0,0.0314547,0.7375821,-0.1536584,22727.54
University of Silicon Valley (CA)°,main,Bachelor's Colleges,218,208.0,0.0,0.0,0.4389679,-0.070453,25964.33
West Virginia State University (WV)*,bang4buck,Southeast,218,,,,,,
Chestnut Hill College,bang4buck,Northeast,218,,,,,,
Tulane University,bang4buck,South,218,,,,,,
Fairmont State University (WV)*,bang4buck,Southeast,219,,,,,,
Univ. of Wisconsin–Whitewater (WI)*,main,Master's Universities,219,172.0,0.7363333,0.1088337,0.6434163,-0.1056046,11243.05
Pepperdine University,main,National Universities,219,176.0,2.812,0.2284199,0.8532445,0.0287314,30979.37
Geneva College,bang4buck,Northeast,219,,,,,,
Dallas Christian College,main,Bachelor's Colleges,219,217.0,0.0,0.0,0.2610469,-0.0881488,24036.08
Viterbo University,bang4buck,Midwest,219,,,,,,
Juniata College,bang4buck,Northeast,220,,,,,,
Rowan University (NJ)*,main,National Universities,220,169.0,27.475,0.0956125,0.7460638,-0.1164672,19196.66
Montserrat College of Art,main,Bachelor's Colleges,220,219.0,0.0,0.0,0.5817726,-0.1336097,29733.97
South Univ./Savannah Online,bang4buck,Southeast,220,,,,,,
Alcorn State University (MS)*,main,Master's Universities,220,257.0,14.87467,0.1140418,0.432794,-0.1724684,15872.59
Stephens College,bang4buck,Midwest,220,,,,,,
High Point University,bang4buck,Southeast,221,,,,,,
DeVry University–Columbus (GA)°,main,Bachelor's Colleges,221,220.0,0.0,0.0,0.2416445,-0.2042638,26516.22
Wichita State University (KS)*,main,National Universities,221,219.0,202.459,0.0984927,0.5035691,-0.0830888,11847.89
College of Saint Mary,main,Master's Universities,221,152.0,0.0,0.0768755,0.6696823,-0.2142094,10518.59
Drexel University,bang4buck,Northeast,221,,,,,,
Franklin University,bang4buck,Midwest,221,,,,,,
North Central University,bang4buck,Midwest,222,,,,,,
Mercer University,main,National Universities,222,269.0,50.44233,0.0915221,0.6297863,-0.0573522,18665.64
Westminster College,bang4buck,Northeast,222,,,,,,
Bethel University,main,Master's Universities,222,142.0,0.0,0.1344146,0.6491272,-0.1396849,15252.51
Dean College,main,Bachelor's Colleges,222,222.0,0.0,0.0243562,0.4416145,-0.0967053,29481.63
Jacksonville University,bang4buck,Southeast,222,,,,,,
Texas State Univ.–San Marcos (TX)*,main,National Universities,223,115.0,84.442,0.0416455,0.6191155,-0.1028709,12548.9
Carlow University,main,Master's Universities,223,378.0,0.0,0.1147685,0.5505459,-0.1941179,15954.6
Catholic University of America,bang4buck,Southeast,223,,,,,,
Beacon College,main,Bachelor's Colleges,223,223.0,0.0,0.0688658,0.6156728,-0.0771037,36022.54
MO State Univ.–Springfield (MO)*,bang4buck,Midwest,223,,,,,,
Rider University,bang4buck,Northeast,223,,,,,,
Dordt University,main,Master's Universities,224,248.0,0.827,0.1713895,0.7199996,-0.0079806,22233.53
Elon University,main,National Universities,224,203.0,1.932333,0.0309937,0.8320904,-0.0551261,25694.99
AI Miami Int. U. of Art & Design,bang4buck,Southeast,224,,,,,,
Caldwell University,bang4buck,Northeast,224,,,,,,
Miami University–Oxford (OH)*,bang4buck,Midwest,224,,,,,,
Ferris State University (MI)*,main,National Universities,225,121.0,1.058667,0.0122243,0.5895975,-0.1511318,9136.509
Walsh University,bang4buck,Midwest,225,,,,,,
Bloomsburg University of PA (PA)*,bang4buck,Northeast,225,,,,,,
Keiser University,bang4buck,Southeast,225,,,,,,
Baldwin Wallace University,main,Master's Universities,225,442.0,0.1256667,0.0046915,0.6522276,-0.1200146,21666.34
DePaul University,bang4buck,Midwest,226,,,,,,
University of Alabama (AL)*,bang4buck,Southeast,226,,,,,,
Kennesaw State University (GA)*,main,National Universities,226,194.0,19.513,0.1985096,0.5009685,-0.0647681,16719.1
Bryant University,bang4buck,Northeast,226,,,,,,
Viterbo University,main,Master's Universities,226,382.0,0.0,0.190103,0.6241671,-0.1627789,15919.38
Wayne State University (MI)*,main,National Universities,227,281.0,240.3417,0.0301797,0.4911675,-0.1256524,12337.31
Kent State University–Kent (OH)*,bang4buck,Midwest,227,,,,,,
William Peace University,bang4buck,Southeast,227,,,,,,
Rider University,main,Master's Universities,227,278.0,0.2816667,0.1127382,0.673077,-0.1213025,19797.48
Univ. of MD Eastern Shore (MD)*,bang4buck,Northeast,227,,,,,,
Northern Illinois University (IL)*,main,National Universities,228,225.0,25.91633,0.0453309,0.590504,-0.1944444,11744.25
Brewton-Parker College,bang4buck,Southeast,228,,,,,,
Chicago State University (IL)*,main,Master's Universities,228,210.0,2.365,0.0,0.3302168,-0.0821321,9528.9
PA Western Univ.–California (PA)*,bang4buck,Northeast,228,,,,,,
University of St. Thomas,bang4buck,Midwest,228,,,,,,
Randolph-Macon College,bang4buck,Southeast,229,,,,,,
Emerson College,main,Master's Universities,229,347.0,0.6936666,0.1672435,0.8084047,-0.0276621,37165.24
St. John's College,bang4buck,Northeast,229,,,,,,
Texas Tech University (TX)*,main,National Universities,229,198.0,208.037,0.0855561,0.6372926,-0.093945,13092.8
University of Michigan–Flint (MI)*,bang4buck,Midwest,229,,,,,,
Concordia University–Nebraska,bang4buck,Midwest,230,,,,,,
Monroe College (NY)°,main,Master's Universities,230,57.0,0.0,0.0146175,0.6586723,-0.0141991,11048.78
Clarke University,main,National Universities,230,222.0,0.0,0.0275422,0.6486068,-0.0672982,23689.18
Presbyterian College,bang4buck,Southeast,230,,,,,,
Saint John Fisher College,bang4buck,Northeast,230,,,,,,
Thomas University,bang4buck,Southeast,231,,,,,,
Ohio University–Main (OH)*,main,National Universities,231,276.0,0.0,0.0921025,0.6697065,-0.1409864,17723.59
Westfield State University (MA)*,main,Master's Universities,231,144.0,0.0,0.1602499,0.641889,-0.0752478,14226.53
University of Saint Mary,bang4buck,Midwest,231,,,,,,
Fordham University,bang4buck,Northeast,231,,,,,,
Brevard College,bang4buck,Southeast,232,,,,,,
Allegheny College,bang4buck,Northeast,232,,,,,,
Saint Norbert College,bang4buck,Midwest,232,,,,,,
Catholic University of America,main,National Universities,232,362.0,32.98667,0.239015,0.7422255,-0.1122886,25206.89
Union College,main,Master's Universities,232,350.0,0.0,0.1016643,0.3611515,-0.0554422,16033.55
Albany State University (GA)*,main,Master's Universities,233,198.0,0.9996667,0.1309428,0.2998663,-0.0314313,14072.86
Reinhardt University,bang4buck,Southeast,233,,,,,,
Olivet University,bang4buck,Midwest,233,,,,,,
MO State Univ.–Springfield (MO)*,main,National Universities,233,262.0,11.43567,0.1411904,0.5773686,-0.1660353,13963.46
Mount St. Mary's University,bang4buck,Northeast,233,,,,,,
University of Kentucky (KY)*,main,National Universities,234,266.0,441.144,0.0249088,0.651484,-0.1766633,13169.47
PA Western Univ.–Clarion (PA)*,bang4buck,Northeast,234,,,,,,
Southern IL Univ.–Carbondale (IL)*,bang4buck,Midwest,234,,,,,,
Alabama A&M University (AL)*,main,Master's Universities,234,259.0,9.18,0.1184939,0.3181674,-0.0647077,14129.27
St. Andrews University,bang4buck,Southeast,234,,,,,,
Amer. InterCont. Univ.–Atlanta (GA)°,bang4buck,Southeast,235,,,,,,
SUNY Envir. Science & Forestry (NY)*,main,National Universities,235,317.0,30.21333,0.2097945,0.7864105,-0.0438616,16064.2
Pittsburg State University (KS)*,bang4buck,Midwest,235,,,,,,
CO State University–Pueblo (CO)*,main,Master's Universities,235,373.0,3.070333,0.1455936,0.4128638,-0.0996458,11543.37
Eastern CT State University (CT)*,bang4buck,Northeast,235,,,,,,
University of Hawaii–Manoa (HI)*,main,National Universities,236,307.0,275.0067,0.0910255,0.6409269,-0.0454604,10641.43
Lincoln University–PA (PA)*,main,Master's Universities,236,240.0,0.0,0.0,0.4820372,-0.1299347,15488.28
Worcester Polytechnic Institute,bang4buck,Northeast,236,,,,,,
Ohio University–Main (OH)*,bang4buck,Midwest,236,,,,,,
Montreat College,bang4buck,Southeast,236,,,,,,
Saint Louis University–Main,main,National Universities,237,294.0,77.091,0.0636155,0.7097211,-0.1111332,20688.39
Ithaca College,bang4buck,Northeast,237,,,,,,
Oglethorpe University,bang4buck,Southeast,237,,,,,,
Kansas State University (KS)*,bang4buck,Midwest,237,,,,,,
Norwich University,main,Master's Universities,237,319.0,1.014667,0.0613789,0.6191314,-0.1216398,18875.56
Wayne State University (MI)*,bang4buck,Midwest,238,,,,,,
Daemen College,main,National Universities,238,253.0,0.0,0.0718545,0.6382561,-0.2114449,13809.09
Nova Southeastern University,bang4buck,Southeast,238,,,,,,
Webster University,main,Master's Universities,238,404.0,0.0,0.0661956,0.6092624,-0.1321858,20159.87
Fairleigh Dickinson U.–Florham,bang4buck,Northeast,238,,,,,,
Kansas State University (KS)*,main,National Universities,239,278.0,210.24,0.0235598,0.6361347,-0.1368074,14573.08
Liberty University,bang4buck,Southeast,239,,,,,,
Tufts University,bang4buck,Northeast,239,,,,,,
Mount Saint Mary College,main,Master's Universities,239,238.0,0.0,0.246023,0.6031385,-0.0738627,18612.98
Southeast MO State University (MO)*,bang4buck,Midwest,239,,,,,,
University of Northern CO (CO)*,main,National Universities,240,305.0,3.401667,0.0535793,0.5552695,-0.1285211,13909.66
University of Illinois–Springfield (IL)*,main,Master's Universities,240,201.0,2.966333,0.0501214,0.5624951,-0.1668374,9654.767
Messiah University,bang4buck,Northeast,240,,,,,,
Ferrum College,bang4buck,Southeast,240,,,,,,
Trine University,bang4buck,Midwest,240,,,,,,
Wheaton College,bang4buck,Northeast,241,,,,,,
Saint John Fisher College,main,National Universities,241,212.0,0.0,0.1186593,0.7678173,-0.0842893,21740.85
Calvin University,bang4buck,Midwest,241,,,,,,
Charleston Southern University,bang4buck,Southeast,241,,,,,,
Longwood University (VA)*,main,Master's Universities,241,222.0,0.387,0.0944957,0.681079,-0.1177437,15267.62
Suffolk University,main,National Universities,242,319.0,1.85,0.2238011,0.5938907,-0.0169237,25512.95
Saint Michael's College,bang4buck,Northeast,242,,,,,,
University of WI–Parkside (WI)*,main,Master's Universities,242,243.0,0.0563333,0.140634,0.4254012,-0.0213723,8237.556
Salem University (WV)°,bang4buck,Southeast,242,,,,,,
Southwest MN State Univ. (MN)*,bang4buck,Midwest,242,,,,,,
University of Miami,main,National Universities,243,311.0,398.8503,0.0142913,0.8121124,-0.0394511,24343.35
Saint Joseph's University,bang4buck,Northeast,243,,,,,,
St. Joseph's Univ.–New York,main,Master's Universities,243,114.0,0.0,0.0,0.6669266,-0.1351579,13397.72
Webster University,bang4buck,Midwest,243,,,,,,
University of Charleston,bang4buck,Southeast,243,,,,,,
CUNY College of Staten Island (NY)*,bang4buck,Northeast,244,,,,,,
Life University,bang4buck,Southeast,244,,,,,,
University of Texas–Tyler (TX)*,main,National Universities,244,125.0,2.510667,0.0525255,0.5523814,-0.0699636,9346.019
Felician University,main,Master's Universities,244,127.0,0.0,0.1006901,0.6227856,-0.0994438,13953.26
University of WI–Milwaukee (WI)*,bang4buck,Midwest,244,,,,,,
University of Nebraska–Lincoln (NE)*,main,National Universities,245,295.0,327.1603,0.1004505,0.6724999,-0.1570235,13357.43
Emmanuel College,bang4buck,Southeast,245,,,,,,
Tabor College,bang4buck,Midwest,245,,,,,,
University of Mass.–Dartmouth (MA)*,bang4buck,Northeast,245,,,,,,
Point Loma Nazarene University,main,Master's Universities,245,388.0,0.4356667,0.2361321,0.7568702,-0.0568707,27987.34
Norwich University,bang4buck,Northeast,246,,,,,,
South University–Columbia (SC)°,bang4buck,Southeast,246,,,,,,
University of Mississippi (MS)*,main,National Universities,246,279.0,0.0,0.0661831,0.6639948,-0.1779815,9845.306
Johnson University,main,Master's Universities,246,154.0,0.0,0.123956,0.5885484,-0.0075561,16797.56
University of Evansville,bang4buck,Midwest,246,,,,,,
Howard University,bang4buck,Southeast,247,,,,,,
Eastern Oregon University (OR)*,main,Master's Universities,247,107.0,0.18,0.0734259,0.395351,-0.0691812,12567.5
Stevens Institute of Technology,bang4buck,Northeast,247,,,,,,
Union Adventist University,bang4buck,Midwest,247,,,,,,
Southern IL Univ.–Edwardsville (IL)*,main,National Universities,247,239.0,18.48967,0.0588937,0.5603145,-0.2073832,9459.553
Alma College,bang4buck,Midwest,248,,,,,,
Grambling State University (LA)*,main,Master's Universities,248,150.0,2.285667,0.019306,0.4007823,-0.1405786,15985.52
Ave Maria University,bang4buck,Southeast,248,,,,,,
E. Stroudsburg University of PA (PA)*,bang4buck,Northeast,248,,,,,,
Purdue University Global (IN)*,main,National Universities,248,177.0,0.0,0.2373545,0.2743157,-0.2570146,4764.667
PA Western Univ.–Clarion (PA)*,main,Master's Universities,249,292.0,0.0,0.0,0.5239652,-0.1495778,13210.61
Loyola Marymount University,main,National Universities,249,328.0,10.92833,0.1048194,0.8279278,0.0003309,31352.23
Emporia State University (KS)*,bang4buck,Midwest,249,,,,,,
Truett McConnell University,bang4buck,Southeast,249,,,,,,
Quinnipiac University,bang4buck,Northeast,249,,,,,,
Queens University of Charlotte,bang4buck,Southeast,250,,,,,,
Alabama State University (AL)*,main,National Universities,250,164.0,2.797,0.0553141,0.3289694,-0.0952375,15365.72
Bethany College,bang4buck,Midwest,250,,,,,,
SUNY Ag. and Tech.–Cobleskill (NY)*,bang4buck,Northeast,250,,,,,,
Bloomsburg University of PA (PA)*,main,Master's Universities,250,280.0,0.4826667,0.0144554,0.6087493,-0.1321247,16275.99
College of Westchester,bang4buck,Northeast,251,,,,,,
